====================
post_office  |  Shin-Matsudo Post Office
kindergarten  |  松みどり保育所
kindergarten  |  松原学園幼稚園
kindergarten  |  松林保育園
public_building  |  松田公共職業安定所
post_office  |  松田惣領郵便局
library  |  松田町図書館
townhall  |  松田町役場
police  |  松田警察署
police  |  松田警察署三保駐在所
police  |  松田警察署中村駐在所
police  |  松田警察署井ノ口駐在所
police  |  松田警察署共和駐在所
police  |  松田警察署北足柄駐在所
police  |  松田警察署南足柄交番
police  |  松田警察署吉田島駐在所
police  |  松田警察署向原駐在所
police  |  松田警察署山北交番
police  |  松田警察署岡本交番
police  |  松田警察署岸駐在所
police  |  松田警察署延沢駐在所
police  |  松田警察署新松田駅前交番
police  |  松田警察署清水駐在所
police  |  松田警察署狩野駐在所
police  |  松田警察署相和駐在所
police  |  松田警察署福沢駐在所
police  |  松田警察署苅野駐在所
police  |  松田警察署金田交番
post_office  |  松田郵便局
university  |  松蔭大学（異文化コミュニケーション学部）
university  |  松蔭大学（経営文化学部）
kindergarten  |  松蔭幼稚園
post_office  |  松輪郵便局
kindergarten  |  松風幼稚園
kindergarten  |  林台保育園
kindergarten  |  林間のぞみ幼稚園
hospital  |  メンタルホスピタルかまくら山(旧 林間病院)
kindergarten  |  柏ケ谷保育園
kindergarten  |  柏幼稚園
kindergarten  |  柳町保育園
kindergarten  |  柿の実幼稚園
kindergarten  |  柿生保育園
kindergarten  |  栄光愛児園
townhall  |  栄区役所
hospital  |  栄聖仁会病院
police  |  栄警察署
police  |  栄警察署上郷交番
police  |  栄警察署元大橋交番
police  |  栄警察署庄戸交番
police  |  栄警察署本郷台駅前交番
police  |  栄警察署田谷交番
police  |  栄警察署笠間交番
police  |  栄警察署豊田交番
kindergarten  |  栗の実保育園
kindergarten  |  栗原幼稚園
post_office  |  栢山駅前郵便局
hospital  |  平成横浜病院
kindergarten  |  根岸幼稚園
post_office  |  根岸駅前郵便局
post_office  |  根府川郵便局
kindergarten  |  桂幼稚園
kindergarten  |  桃重保育園
kindergarten  |  桐光学園みどり幼稚園
hospital  |  医療法人社団 美里会　瀬谷ふたつ橋病院
kindergarten  |  桐蔭学園幼稚部幼稚園
university  |  桐蔭横浜大学（医用工学部）
university  |  桐蔭横浜大学（工学部）
university  |  桐蔭横浜大学（法学部）
kindergarten  |  桜ケ丘幼稚園
kindergarten  |  桜山保育園
kindergarten  |  桜本保育園
kindergarten  |  梅が丘天使幼稚園
kindergarten  |  梅の木幼稚園
kindergarten  |  梅園幼稚園
kindergarten  |  梅花保育園
kindergarten  |  梅雲保育園
hospital  |  梨本病院
kindergarten  |  梶ケ谷保育園
kindergarten  |  梶ケ谷幼稚園
kindergarten  |  森が丘幼稚園
kindergarten  |  森の里幼稚園
hospital  |  森山病院
kindergarten  |  森幼児園
kindergarten  |  森村学園幼稚園
kindergarten  |  椿の御所幼稚園
post_office  |  椿ヶ丘簡易郵便局
kindergarten  |  楠幼稚園
hospital  |  槿仁会中島中央病院
kindergarten  |  横内保育園
kindergarten  |  横山台保育園
post_office  |  横浜あざみ野郵便局
kindergarten  |  横浜あすか幼稚園
post_office  |  横浜いずみ野郵便局
post_office  |  横浜いちょう団地内郵便局
kindergarten  |  横浜さがみ幼稚園
kindergarten  |  横浜さくら幼稚園
post_office  |  横浜しらとり台郵便局
post_office  |  横浜すみれが丘郵便局
kindergarten  |  横浜みこころ幼稚園
kindergarten  |  横浜みずほ幼稚園
kindergarten  |  横浜れんげ幼稚園
post_office  |  横浜ガーデン山郵便局
post_office  |  横浜センター北駅前郵便局
post_office  |  横浜ドリームハイツ郵便局
kindergarten  |  横浜ナーサリー
post_office  |  横浜ビジネスパーク内郵便局
post_office  |  横浜ポートサイド内郵便局
kindergarten  |  横浜マドカ幼稚園
post_office  |  横浜ランドマークタワー郵便局
kindergarten  |  横浜ルンビニー保育園
kindergarten  |  横浜・モンテッソーリ幼稚園
post_office  |  横浜万騎が原郵便局
post_office  |  横浜三ッ境郵便局
post_office  |  横浜三ッ沢郵便局
kindergarten  |  横浜三輪幼稚園
post_office  |  横浜上中里郵便局
post_office  |  横浜上大岡郵便局
post_office  |  横浜上星川郵便局
post_office  |  横浜上末吉郵便局
post_office  |  横浜上永谷郵便局
post_office  |  横浜上白根郵便局
post_office  |  横浜上矢部郵便局
post_office  |  横浜上菅田郵便局
post_office  |  横浜上郷郵便局
post_office  |  横浜下田郵便局
post_office  |  横浜並木郵便局
post_office  |  横浜中原郵便局
post_office  |  横浜中和田郵便局
post_office  |  横浜中央市場内郵便局
post_office  |  横浜中央郵便局
post_office  |  横浜中尾郵便局
post_office  |  横浜中島郵便局
post_office  |  横浜中村橋郵便局
post_office  |  横浜中浜郵便局
post_office  |  横浜中郵便局
post_office  |  横浜丸山台郵便局
post_office  |  横浜久保町郵便局
kindergarten  |  横浜乳児保育所
post_office  |  横浜二俣川郵便局
post_office  |  横浜今井郵便局
post_office  |  横浜今宿南郵便局
post_office  |  横浜今宿郵便局
post_office  |  横浜仲通郵便局
post_office  |  横浜佃野郵便局
post_office  |  横浜住吉町郵便局
post_office  |  横浜保土ヶ谷三郵便局
public_building  |  横浜保護観察所小田原駐在官事務所
post_office  |  横浜元大橋郵便局
post_office  |  横浜元宮郵便局
post_office  |  横浜入江郵便局
post_office  |  横浜六ッ川一郵便局
post_office  |  横浜六ッ川郵便局
post_office  |  横浜六浦川郵便局
post_office  |  横浜六浦郵便局
post_office  |  横浜六角橋北郵便局
post_office  |  横浜六角橋郵便局
public_building  |  横浜刑務所
public_building  |  横浜刑務所小田原拘置支所
public_building  |  横浜刑務所相模原拘置支所
college  |  横浜創英大学
post_office  |  横浜勝田郵便局
hospital  |  横浜勤労者福祉協会汐田総合病院
post_office  |  横浜北寺尾三郵便局
post_office  |  横浜北寺尾郵便局
post_office  |  横浜北山田郵便局
post_office  |  横浜北幸郵便局
post_office  |  横浜北方郵便局
post_office  |  横浜千丸台郵便局
post_office  |  横浜南太田郵便局
post_office  |  横浜南希望が丘郵便局
post_office  |  横浜南日吉郵便局
post_office  |  横浜南永田郵便局
post_office  |  横浜南瀬谷一郵便局
public_building  |  横浜南社会保険事務所
post_office  |  横浜南綱島郵便局
post_office  |  横浜南部市場内郵便局
post_office  |  横浜南郵便局
school  |  横浜南養護学校(病弱)
post_office  |  横浜卸本町簡易郵便局
post_office  |  横浜原宿郵便局
post_office  |  横浜反町郵便局
post_office  |  横浜吉野町郵便局
post_office  |  横浜和泉南郵便局
post_office  |  横浜和田郵便局
university  |  横浜商科大学（商学部）
school  |  横浜国立大学教育人間科学部附属養護学校(知的障害)
school  |  横浜国立大学附属横浜中学校
university  |  横浜国立大学（教育人間科学部）
university  |  横浜国立大学（教育学部）
university  |  横浜国立大学（経営学部）
university  |  横浜国立大学（経済学部）
public_building  |  横浜地方検察庁保土ヶ谷区検察庁
police  |  横浜地方検察庁厚木区検察庁
public_building  |  横浜地方検察庁小田原区検察庁
public_building  |  横浜地方検察庁小田原支部
public_building  |  横浜地方検察庁川崎区検察庁
public_building  |  横浜地方検察庁川崎支部
public_building  |  横浜地方検察庁平塚区検察庁
public_building  |  横浜地方検察庁横須賀区検察庁
public_building  |  横浜地方検察庁相模原区検察庁
public_building  |  横浜地方検察庁相模原支部
public_building  |  横浜地方検察庁神奈川区検察庁
public_building  |  横浜地方検察庁藤沢区検察庁
public_building  |  横浜地方検察庁鎌倉区検察庁
public_building  |  横浜地方法務局
public_building  |  横浜地方法務局三崎出張所
public_building  |  横浜地方法務局大和出張所
public_building  |  横浜地方法務局小田原支局
public_building  |  横浜地方法務局川崎支局
public_building  |  横浜地方法務局平塚出張所
public_building  |  横浜地方法務局戸塚出張所
public_building  |  横浜地方法務局旭出張所
public_building  |  横浜地方法務局横須賀支局
public_building  |  横浜地方法務局港北出張所
public_building  |  横浜地方法務局相模原支局
public_building  |  横浜地方法務局神奈川出張所
public_building  |  横浜地方法務局茅ケ崎出張所
public_building  |  横浜地方法務局藤沢支局
public_building  |  横浜地方法務局鎌倉出張所
public_building  |  横浜地方海難審判庁
public_building  |  横浜地方海難審判理事所
courthouse  |  横浜地方裁判所
courthouse  |  横浜地方裁判所保土ヶ谷簡易裁判所
courthouse  |  横浜地方裁判所厚木簡易裁判所
courthouse  |  横浜地方裁判所小田原支部
courthouse  |  横浜地方裁判所小田原検察審査会
courthouse  |  横浜地方裁判所小田原簡易裁判所
courthouse  |  横浜地方裁判所川崎支部
courthouse  |  横浜地方裁判所川崎簡易裁判所
courthouse  |  横浜地方裁判所平塚簡易裁判所
courthouse  |  横浜地方裁判所横浜検察審査会
courthouse  |  横浜地方裁判所横浜簡易裁判所
courthouse  |  横浜地方裁判所横須賀支部
courthouse  |  横浜地方裁判所横須賀検察審査会
courthouse  |  横浜地方裁判所横須賀簡易裁判所
courthouse  |  横浜地方裁判所相模原支部
courthouse  |  横浜地方裁判所相模原簡易裁判所
courthouse  |  横浜地方裁判所神奈川簡易裁判所
courthouse  |  横浜地方裁判所藤沢簡易裁判所
courthouse  |  横浜地方裁判所鎌倉簡易裁判所
post_office  |  横浜坂下郵便局
post_office  |  横浜大倉山郵便局
post_office  |  横浜大口郵便局
post_office  |  横浜大和郵便局
post_office  |  横浜大場郵便局
post_office  |  横浜大岡郵便局
post_office  |  横浜大東郵便局
post_office  |  横浜大棚郵便局
post_office  |  横浜大道郵便局
